"Subject","Activity","tBa-X-Mean","tBa-Y-Mean","tBa-Z-Mean","tBa-X-Std","tBa-Y-Std","tBa-Z-Std","tGa-X-Mean","tGa-Y-Mean","tGa-Z-Mean","tGa-X-Std","tGa-Y-Std","tGa-Z-Std","tBaJ-X-Mean","tBaJ-Y-Mean","tBaJ-Z-Mean","tBaJ-X-Std","tBaJ-Y-Std","tBaJ-Z-Std","tBg-X-Mean","tBg-Y-Mean","tBg-Z-Mean","tBg-X-Std","tBg-Y-Std","tBg-Z-Std","tBgJ-X-Mean","tBgJ-Y-Mean","tBgJ-Z-Mean","tBgJ-X-Std","tBgJ-Y-Std","tBgJ-Z-Std","tBaM-Mean","tBaM-Std","tGaM-Mean","tGaM-Std","tBaJM-Mean","tBaJM-Std","tBgM-Mean","tBgM-Std","tBgJM-Mean","tBgJM-Std","fBa-X-Mean","fBa-Y-Mean","fBa-Z-Mean","fBa-X-Std","fBa-Y-Std","fBa-Z-Std","fBa-F-X-Mean","fBa-F-Y-Mean","fBa-F-Z-Mean","fBaJ-X-Mean","fBaJ-Y-Mean","fBaJ-Z-Mean","fBaJ-X-Std","fBaJ-Y-Std","fBaJ-Z-Std","fBaJ-F-X-Mean","fBaJ-F-Y-Mean","fBaJ-F-Z-Mean","fBg-X-Mean","fBg-Y-Mean","fBg-Z-Mean","fBg-X-Std","fBg-Y-Std","fBg-Z-Std","fBg-F-X-Mean","fBg-F-Y-Mean","fBg-F-Z-Mean","fBaM-Mean","fBaM-Std","fBBaJM-Mean","fBBaJM-Std","fBBgM-Mean","fBBgM-Std","fBBgJM-Mean","fBBgJM-Std","V-tBa-G-Mean","V-tBaJ-G-Mean","V-tBg-G-Mean","V-tBgJ-G-Mean","V-G-X-Mean","V-G-Y-Mean","V-G-Z-Mean"
"11","Walking","0.27182189","-0.0166475834","-0.106096304","-0.4228420719","-0.0522120750","-0.5306263114"," 0.94646845","-0.2120458702"," 0.1340532151","-0.98110101","-0.96624055","-0.96085268","0.082970933"," 1.2768248e-02","-1.3364828e-02","-0.4285163436","-0.1814192303","-0.720654731","-0.0426928995","-0.0705104974"," 0.08437444955","-0.596346931","-0.4996252873","-0.434178203","-0.091820420","-0.051417255","-0.0342677451","-0.541616397","-0.737993756","-0.5510799425","-0.28832347203","-0.487735915","-0.28832347203","-0.487735915","-0.4023332020","-0.403141285","-0.4218016736","-0.558362783","-0.630732706","-0.753671416","-0.396533732","-0.0830478436","-0.616402910","-0.4337033115","-0.0966068285","-0.523093395","-0.37360793220"," 0.0128761034"," 0.04045575591","-0.4532652688","-0.2418017262","-0.692593872","-0.4539430400","-0.1701774031","-0.7475646120","-0.3534199326","-4.2788940e-01","-0.0923919509","-0.514753308","-0.593107398","-0.398293337","-0.62315027","-0.453663184","-0.498554639","-0.1759460939","-0.2971771125","-0.18406578825","-0.4585140625","-0.58445599203","-0.3951161342","-0.417446816","-0.61022262881","-0.599745438","-0.751914457","-0.773574065"," 6.1938114e-02","-0.04366710786"," 0.05797307968"," 1.2860881e-02","-0.77042785"," 2.2865091e-01","-0.07162134758"
"12","Walking","0.27712867","-0.0155609276","-0.103161106","-0.1288985331","-0.1227832900","-0.4106060626"," 0.96687351","-0.1559834498","-0.0360842879","-0.97911312","-0.96461917","-0.95027623","0.045764401"," 1.9776695e-02"," 5.0258703e-03","-0.0135066111","-0.0894049686","-0.512276838","-0.1045136709","-0.0344291078"," 0.09997391230","-0.546263471","-0.4494013978","-0.350170287","-0.062238932","-0.049852605","-0.0467338152","-0.390807238","-0.581290691","-0.4806421996","-0.10220455045","-0.236972869","-0.10220455045","-0.236972869","-0.1440649227","-0.020285050","-0.3559303651","-0.413208341","-0.517493775","-0.548890451","-0.054357640","-0.0713024551","-0.422325300","-0.1607072606","-0.2085152801","-0.452146694","-0.26142601202"," 0.1491074887"," 0.17080294938","-0.0816197953","-0.1413740706","-0.491386173","-0.0310592946","-0.0940564084","-0.5314863218","-0.2811065665","-2.2346071e-01","-0.1820075516","-0.401975932","-0.467886338","-0.317282484","-0.59314288","-0.443798330","-0.422256521"," 0.0204088401","-0.0254584425","-0.02790411842","-0.1531160028","-0.40889629940","-0.0299124253","-0.013953909","-0.44250378400","-0.494802215","-0.561176441","-0.564934013"," 4.4980069e-02"," 0.01608493540"," 0.17552942728","-9.7263564e-02","-0.86023252"," 1.9035065e-01"," 0.04684284012"
"13","Walking","0.27588313","-0.0185660652","-0.111431456","-0.3469803942"," 0.1418666894","-0.2205035370"," 0.91085571","-0.2836585809","-0.1312997187","-0.97254492","-0.96089985","-0.94863759","0.080959023"," 3.0836450e-03"," 5.9724901e-03","-0.2209100680"," 0.0565488772","-0.374633172","-0.0174207635","-0.0798472503"," 0.07842056413","-0.376059914","-0.2900235503","-0.363369948","-0.096659859","-0.031984927","-0.0636693233","-0.216812065","-0.357760900","-0.3417658245","-0.13564386784","-0.292546377","-0.13564386784","-0.292546377","-0.1332050347","-0.131788529","-0.2186695584","-0.253240072","-0.303508210","-0.322118380","-0.335030121"," 0.0955150667","-0.246851508","-0.3532998489"," 0.0921968931","-0.269896395","-0.23146270911"," 0.0194304159"," 0.15216096685","-0.2904608017","-0.0439195137","-0.342263717","-0.2197161598"," 0.0946741597","-0.4061733516","-0.1909059326","-4.4711951e-01","-0.2045097154","-0.192856474","-0.256213555","-0.276607955","-0.43571471","-0.318618506","-0.455333901","-0.0229089171"," 0.0741273597"," 0.12601421649","-0.2346008665","-0.43838895316","-0.1521115008","-0.113591924","-0.26747237388","-0.379951835","-0.338527134","-0.349285611"," 1.2490490e-02"," 0.01190290600"," 0.02224507416"," 3.3579530e-02","-0.67085988"," 2.7795689e-01"," 0.11377705690"
"14","Walking","0.27195960","-0.0217785381","-0.106756369","-0.4026390981","-0.0536126687"," 0.0518841040"," 0.80297396","-0.2703148229","-0.4224952685","-0.97481688","-0.95445594","-0.94751697","0.072087791"," 2.4116024e-02"," 1.9972304e-02","-0.4544970197","-0.3443395692","-0.472791089","-0.0034765506","-0.0829682848"," 0.05132227176","-0.600388222","-0.0148392604","-0.126090800","-0.110656055","-0.043896953","-0.0388825920","-0.571759912","-0.536737702","-0.4971876880","-0.14440467178","-0.363805628","-0.14440467178","-0.363805628","-0.3772931551","-0.439746918","-0.1372087419","-0.201401931","-0.519895047","-0.606103314","-0.421498173","-0.1746018448","-0.177366434","-0.3958599858","-0.0542709972"," 0.085489214","-0.35880461102","-0.1436668813","-0.17552883005","-0.4723606168","-0.3767666005","-0.415899179","-0.4847977098","-0.3535268942","-0.5288895351","-0.2559009625","-3.6346383e-01","-0.3231144217","-0.508595852","-0.215894950","-0.212925759","-0.63008208"," 0.083295055","-0.180232949","-0.1594416187","-0.4202956519","-0.36097030020","-0.3735167710","-0.45749000949","-0.4315914534","-0.453426009","-0.31138644966","-0.265504552","-0.591036936","-0.655677662"," 5.9462944e-02"," 0.00846107225","-0.06670973498"," 6.6740209e-02","-0.49778336"," 2.6974057e-01"," 0.32506509475"
"15","Walking","0.27389921","-0.0170809740","-0.107621820","-0.3279618011"," 0.1389129237","-0.5189326348"," 0.95152439","-0.2339182826"," 0.0757356735","-0.97839729","-0.97105650","-0.95805877","0.089777072"," 8.9058856e-03"," 6.5870616e-04","-0.3732175850","-0.0319265467","-0.686268421","-0.0554883848","-0.0612427883"," 0.08424849210","-0.329624620","-0.4208650078","-0.486532655","-0.077669275","-0.055253657","-0.0510976492","-0.283767987","-0.702402936","-0.5916686081","-0.18651465076","-0.323878324","-0.18651465076","-0.323878324","-0.3201293230","-0.310071425","-0.2437111244","-0.425798469","-0.543979501","-0.637785955","-0.317440920"," 0.1113210972","-0.554942138","-0.3325206269"," 0.0805646237","-0.537026415","-0.39551804833"," 0.0291755441","-0.00590768682","-0.3908219854","-0.0669378062","-0.648905254","-0.4115000681","-0.0606839141","-0.7230511407","-0.2920883187","-3.3056005e-01","-0.1868320270","-0.253399360","-0.535422096","-0.461464066","-0.35763338","-0.365361209","-0.543997594","-0.1491931464","-0.3395930236","-0.04851691262","-0.2751562421","-0.45834479241","-0.2897539524","-0.342411928","-0.48916638370","-0.481750219","-0.645075178","-0.654010147"," 1.1383136e-02","-0.07882660428"," 0.04055768785","-1.2863638e-01","-0.77819597"," 2.4354533e-01","-0.03077249571"
"16","Walking","0.27602356","-0.0204286929","-0.108804050","-0.4046925239","-0.3145697624","-0.1597997902"," 0.92598133","-0.0668246473","-0.2173511943","-0.98246960","-0.97378484","-0.96138725","0.077022377"," 9.6844468e-03"," 3.6080328e-03","-0.3962237384","-0.4255638586","-0.440258217","-0.0151721913","-0.0695955690"," 0.08186507357","-0.654171847","-0.6125936341","-0.365489531","-0.110917348","-0.043387684","-0.0532986671","-0.675889723","-0.712237753","-0.5712647794","-0.25876669412","-0.471809267","-0.25876669412","-0.471809267","-0.3631444835","-0.403386564","-0.4859319327","-0.665078404","-0.671541834","-0.722808438","-0.394790434","-0.3215006678","-0.244363048","-0.4090704880","-0.3543706786","-0.180501318","-0.35068195818","-0.0270392029"," 0.03098110831","-0.4414061825","-0.4542708222","-0.422332394","-0.4028841151","-0.4336126578","-0.4566362825","-0.3309121459","-3.9651193e-01","-0.4539289979","-0.595746486","-0.619731930","-0.432885311","-0.67374114","-0.611940877","-0.403219791","-0.1840315945","-0.0870475841","-0.28507872989","-0.4104632420","-0.59215098510","-0.3782784906","-0.441447755","-0.66922854078","-0.721137002","-0.720682290","-0.745726854"," 1.4808426e-02"," 0.01000114745","-0.10961747983"," 8.7857941e-02","-0.73472062"," 1.2941836e-01"," 0.17435631843"
"17","Walking","0.27234186","-0.0184875403","-0.109792122","-0.3195001730","-0.0175797886","-0.2658244892"," 0.92811237","-0.1799273827","-0.1902659496","-0.98098335","-0.96861320","-0.95690325","0.077318858"," 1.3009855e-02"," 2.4375333e-02","-0.3554926354","-0.0935385034","-0.534303312","-0.0092226552","-0.0839773344"," 0.07571326567","-0.479813513","-0.4549329039","-0.386044435","-0.109959238","-0.037925133","-0.0513807167","-0.431296148","-0.560203489","-0.5244228874","-0.15115148770","-0.461837867","-0.15115148770","-0.461837867","-0.3010932692","-0.275672786","-0.3350098369","-0.522494764","-0.517167441","-0.539708491","-0.360991675","-0.0650267622","-0.382832802","-0.3048062741","-0.0556137931","-0.262391595","-0.41494095556"," 0.0085713807","-0.09333287322","-0.4234460946","-0.1942327217","-0.523427056","-0.3438661290","-0.0470379378","-0.5438729962","-0.4368084230","-4.0049342e-01","-0.4467318767","-0.407716709","-0.490166287","-0.398809218","-0.50484929","-0.439238788","-0.438768700","-0.1025826590","-0.0761681172","-0.16327072787","-0.4293800434","-0.56516250770","-0.3359388918","-0.211231860","-0.51861805869","-0.615320078","-0.582711860","-0.520385479"," 6.3184997e-02","-0.00860624890"," 0.07332999908"," 1.0138646e-02","-0.72702084"," 2.0718654e-01"," 0.15507400823"
"18","Walking","0.27388776","-0.0178023632","-0.104218315","-0.3760055212","-0.2270058749","-0.4283480611"," 0.92386525","-0.2543170859","-0.0609313416","-0.98301088","-0.97531166","-0.97248385","0.076752428"," 2.8274548e-02"," 1.0685091e-02","-0.3680569139","-0.3201587634","-0.633325861","-0.0399399716","-0.0613727363"," 0.09447183946","-0.704439777","-0.4964315396","-0.511417205","-0.096643530","-0.043377113","-0.0502631568","-0.578133968","-0.694925789","-0.6632595793","-0.28790807804","-0.460346465","-0.28790807804","-0.460346465","-0.3792692621","-0.425418661","-0.5004711479","-0.608510091","-0.636485897","-0.726591779","-0.371475156","-0.2436062713","-0.489771051","-0.3780681993","-0.2672736446","-0.439861578","-0.36210708193"," 0.0639302961"," 0.00488361555","-0.4147971545","-0.3619085495","-0.601147247","-0.3759927954","-0.3202641130","-0.6643271493","-0.3487743800","-3.3729329e-01","-0.2063300444","-0.609673434","-0.570898151","-0.538152345","-0.73490139","-0.460890662","-0.548409771"," 0.0182394601","-0.2814595472","-0.23559777711","-0.4243867341","-0.56556305696","-0.4140377512","-0.444453486","-0.62033139429","-0.668908147","-0.710596311","-0.769408386"," 3.9268282e-02"," 0.02300351418"," 0.01918527226","-6.3223608e-02","-0.71431325"," 2.5808935e-01"," 0.06479308518"
"19","Walking","0.27393117","-0.0191773588","-0.122736673","-0.0489049408"," 0.1818015612","-0.1394779423"," 0.93522256","-0.2233381000","-0.0898428797","-0.96986146","-0.95865120","-0.92918793","0.082224628"," 1.4411348e-02","-3.2752872e-02"," 0.1103067293"," 0.0809271194","-0.179390497","-0.0274970980","-0.0751569334"," 0.07981069819","-0.026435796","-0.1144061088","-0.104202986","-0.083235326","-0.030712844","-0.0603091962"," 0.080118652","-0.291594828","-0.2134940653"," 0.06481734387","-0.099392717"," 0.06481734387","-0.099392717"," 0.1094509902"," 0.035655879"," 0.1000450714","-0.021846317","-0.164699978","-0.271487480","-0.029981567"," 0.1692585757","-0.104423358","-0.0578820787"," 0.1126150780","-0.233872331","-0.17644754223"," 0.0570767305"," 0.35186001163"," 0.0336380998"," 0.0107318704","-0.129367903"," 0.0908366492"," 0.0854010732","-0.2278298419","-0.2147870484","-3.8809589e-01","-0.0054044236"," 0.228142362","-0.097354985","-0.010504707","-0.10838881","-0.133010285","-0.220271191","-0.0936162176","-0.0765832364","-0.03301945359"," 0.0322272296","-0.32479340606"," 0.0730179929","-0.022286959","-0.09524604524","-0.141598402","-0.262442823","-0.336148733","-3.4737158e-02"," 0.00980404752"," 0.01107697148","-3.0678063e-02","-0.76628100"," 2.3758545e-01"," 0.08476157956"
"20","Walking","0.27258934","-0.0211999922","-0.113539477","-0.2083427920"," 0.4897718086","-0.2287342174"," 0.89996521","-0.3444439131","-0.0351302140","-0.97032727","-0.96200338","-0.95385044","0.084123432","-2.1061956e-02"," 6.3445722e-03","-0.0906450419"," 0.2443108941","-0.387664584","-0.0234104226","-0.0741050546"," 0.08513599293","-0.232940614"," 0.0858321519","-0.165748467","-0.067999237","-0.051417576","-0.0549273708","-0.253227445","-0.127554091","-0.2270443273"," 0.03940228058","-0.156930392"," 0.03940228058","-0.156930392","-0.0429359303"," 0.021076572"," 0.0686275148","-0.036785319","-0.194893253","-0.149864147","-0.147404272"," 0.4034659509","-0.272213862","-0.2349856444"," 0.4384363413","-0.266497727","-0.22731994378","-0.0036860259"," 0.23941463024","-0.1387172344"," 0.1579339523","-0.345994476","-0.1222372055"," 0.2556140630","-0.4276904520","-0.2570511491","-4.7508006e-01","-0.1527230424","-0.093624869"," 0.031014597","-0.108892496","-0.27993153"," 0.107704805","-0.264957206","-0.0966990321"," 0.0013973035","-0.08905859914","-0.0035334179","-0.38993400431"," 0.0545269494","-0.031065027","-0.05200655991","-0.196210236","-0.180365335","-0.171975765","-4.0124835e-03"," 0.03029667732","-0.00410840288","-5.0753477e-02","-0.66551965"," 3.2244764e-01"," 0.04622809934"
"21","Walking","0.27918353","-0.0181610318","-0.104319332","-0.2978148435"," 0.0540880509","-0.1686887257"," 0.86252480","-0.3709845494","-0.2209479602","-0.96957636","-0.96414452","-0.97493939","0.078225182"," 2.3519755e-03","-1.0181342e-02","-0.1148888738","-0.0347143856","-0.425142605","-0.0459323394","-0.0590294440"," 0.09837159300","-0.432232884","-0.3978923167","-0.311875599","-0.086876771","-0.051565026","-0.0621192104","-0.238908311","-0.482854310","-0.4949276571","-0.12345566152","-0.299709752","-0.12345566152","-0.299709752","-0.1481389915","-0.083848797","-0.2847756448","-0.408304434","-0.426930725","-0.450369989","-0.273496159"," 0.0338465814","-0.300309067","-0.3085471853","-0.0025629425","-0.164961027","-0.15944839955"," 0.0431149928"," 0.09514691892","-0.2004420114","-0.1125647391","-0.405700158","-0.1074128027","-0.0148415166","-0.4435634127","-0.1951030038","-3.6491889e-01","-0.2961750122","-0.246657383","-0.371744087","-0.283262475","-0.49185924","-0.419400879","-0.385505359","-0.0168638949","-0.0170361394","-0.14075596593","-0.2512663889","-0.43814979115","-0.1440098897","-0.018673441","-0.40951608115","-0.512249343","-0.499597203","-0.429323466","-3.4185044e-03","-0.01283037275"," 0.01485036077","-6.2304650e-02","-0.58107094"," 3.4023771e-01"," 0.17604161712"
"22","Walking","0.27886459","-0.0167213608","-0.107112511","-0.0086592192"," 0.1003842463","-0.2133519688"," 0.93609641","-0.2596449372"," 0.0233780056","-0.96964345","-0.96363934","-0.95514785","0.062777763"," 3.5674634e-02"," 4.4369145e-03"," 0.0358787094"," 0.2255422902","-0.313155903"," 0.0007771571","-0.0960880732"," 0.07752665948","-0.318537866","-0.4863221065","-0.151439515","-0.132977562","-0.032191070","-0.0569812456","-0.226656402","-0.651875469","-0.2342781509"," 0.07224191217","-0.161591787"," 0.07224191217","-0.161591787"," 0.0229199674"," 0.111532925","-0.2106080437","-0.390775684","-0.461999529","-0.503106312","-0.099492859"," 0.1453675204","-0.255216514"," 0.0243958191"," 0.0038684106","-0.253643608","-0.21838538820"," 0.3097671081"," 0.30647344991","-0.0367047078"," 0.1599956137","-0.281973436"," 0.0180047785"," 0.2134235561","-0.3431956107","-0.1020950507","-7.8788226e-02","-0.0039160883","-0.144648652","-0.501176902","-0.083501182","-0.37449632","-0.481624411","-0.253173877","-0.0375243721","-0.1141346327"," 0.06771682861","-0.0241584965","-0.38139930804"," 0.0659727285"," 0.158286745","-0.43837872283","-0.464019127","-0.553946122","-0.476405270","-7.0027382e-03"," 0.04114840509","-0.08822117196"," 5.0892657e-02","-0.74880906"," 2.6210758e-01"," 0.00545810150"
"23","Walking","0.27321188","-0.0183618712","-0.113382994","-0.3135217734","-0.1190205865"," 0.1642206854"," 0.93980969","-0.1617613700","-0.1607633603","-0.97723090","-0.96655071","-0.93298134","0.098731909"," 1.4895593e-02","-1.9081064e-03","-0.2293281223","-0.0805017338","-0.029311506","-0.0631156870","-0.0640197921"," 0.10770045065","-0.494322649"," 0.2594572292","-0.209634888","-0.057812824","-0.051670476","-0.0903002524","-0.363969435"," 0.295945926","-0.3744567681","-0.09887701982","-0.209989355","-0.09887701982","-0.209989355","-0.0670819656","-0.026819436","-0.0120968260"," 0.163346452"," 0.011530541"," 0.250173204","-0.275404188","-0.0724367318"," 0.081408108","-0.3298072798","-0.2025240620"," 0.116143441","-0.27121869966"," 0.1078045889"," 0.12179890594","-0.2904104549","-0.1554887207","-0.057202132","-0.2351729903","-0.0609753095","-0.0062364753","-0.2698757485","-2.7884395e-01","-0.3667376569","-0.337619203"," 0.195569462","-0.194970369","-0.54505169"," 0.286581518","-0.287820868","-0.0073477977"," 0.1664892156","-0.05447266837","-0.0942606312","-0.40757751576","-0.0180705702","-0.045737233"," 0.18507820738","-0.061476585"," 0.146618569"," 0.287834616"," 3.0454618e-02","-0.07661063767"," 0.02748525417","-7.0335141e-02","-0.78479805"," 1.9488532e-01"," 0.13471600508"
"24","Walking","0.27698082","-0.0225446401","-0.110595953","-0.4707623664","-0.1541274982","-0.2888400162"," 0.95970108","-0.1151162418","-0.1409100298","-0.98313240","-0.96257884","-0.96282297","0.073193898"," 1.2125459e-02","-1.1640139e-02","-0.4858632553","-0.3022201612","-0.491189466","-0.0545126871","-0.0658435880"," 0.09720063203","-0.580597373","-0.4871662802","-0.396154003","-0.062531168","-0.050289501","-0.0739835516","-0.490773456","-0.514246570","-0.5579682029","-0.29998361397","-0.481064019","-0.29998361397","-0.481064019","-0.3997222010","-0.409824563","-0.4030641569","-0.563863213","-0.507824746","-0.556022766","-0.492419803","-0.2031937414","-0.344493013","-0.4627336391","-0.1827664769","-0.314646918","-0.31204634236","-0.0678927124"," 0.02752680236","-0.5096281688","-0.3528293071","-0.469920224","-0.5076407345","-0.2943535457","-0.5111156195","-0.2531774888","-4.3963401e-01","-0.4009281340","-0.468295081","-0.479841433","-0.391447921","-0.61691584","-0.495896272","-0.453337858","-0.0550991956"," 0.0479956664","-0.22467155045","-0.4346189121","-0.59026584552","-0.4186410469","-0.402979984","-0.53450916379","-0.668032802","-0.571594392","-0.567447732","-3.0300369e-03","-0.10271392848"," 0.04656711471","-1.3755161e-01","-0.83033076"," 1.6241204e-01"," 0.12012144017"
"25","Walking","0.27899276","-0.0186477625","-0.108737636","-0.5960074435","-0.1618524116","-0.4371334032"," 0.93748311","-0.1273158707"," 0.1884162735","-0.97949926","-0.96509344","-0.94499573","0.072172071"," 3.5111520e-03","-3.3509868e-03","-0.6076209316","-0.3826197185","-0.675601404","-0.0156305378","-0.0820768065"," 0.08678687369","-0.401158754","-0.6040320974","-0.562775245","-0.102377269","-0.039898652","-0.0512696224","-0.507957094","-0.799635384","-0.6595761631","-0.40528943000","-0.565601466","-0.40528943000","-0.565601466","-0.5382914246","-0.542870063","-0.3943624014","-0.489809386","-0.678466069","-0.757032545","-0.609038909","-0.2518802711","-0.533563221","-0.5914499565","-0.1703138040","-0.430624587","-0.34764174268","-0.1632984272","-0.14448739018","-0.6255953769","-0.4344551997","-0.659286393","-0.6241457246","-0.3677600984","-0.6904133861","-0.2235005105","-5.4613879e-01","-0.4632919465","-0.411909720","-0.678750350","-0.561322951","-0.40667811","-0.567201282","-0.603544209","-0.3336886319","-0.3270995590","-0.19697316824","-0.5660600231","-0.63292747554","-0.5645913422","-0.519004250","-0.56273325270","-0.529262243","-0.770300896","-0.757385780","-3.1360119e-02"," 0.09713891518"," 0.03464003247"," 2.6991125e-02","-0.77851063"," 1.7091430e-01","-0.11124424992"
"26","Walking","0.27926444","-0.0154259587","-0.108927011","-0.3401855276","-0.1363513916","-0.3334865025"," 0.96064775","-0.1339221851"," 0.1087386995","-0.98005565","-0.96904031","-0.96623156","0.065230374"," 1.9671214e-02","-6.1830578e-03","-0.3284528814","-0.2618635893","-0.397483516","-0.0033408594","-0.0841507652"," 0.08510692478","-0.492885711","-0.5757354478","-0.354549059","-0.099411456","-0.045653828","-0.0492240545","-0.417438636","-0.587000111","-0.4855430015","-0.22339917183","-0.421848314","-0.22339917183","-0.421848314","-0.2907580249","-0.279350754","-0.3920920241","-0.538329286","-0.512398826","-0.603468672","-0.321959550","-0.1467021566","-0.339539646","-0.3479979256","-0.1857258323","-0.384445322","-0.29929390993","-0.0539623026"," 0.24036434363","-0.3642267644","-0.2985319825","-0.398673190","-0.3510659576","-0.2719521572","-0.3965304183","-0.2549355289","-4.0809484e-01","-0.2458890049","-0.368112906","-0.561827766","-0.318516813","-0.53299961","-0.587939605","-0.426232091","-0.0837596098"," 0.1326227887","-0.06310300406","-0.3798367427","-0.53718396712","-0.2933583412","-0.268948465","-0.55192761305","-0.609466217","-0.619461036","-0.612930343"," 4.6781412e-02","-0.00473099461","-0.03250324795","-2.8131727e-02","-0.84921666"," 1.7545060e-01","-0.05423268544"
"27","Walking","0.27684949","-0.0166478783","-0.112822289","-0.3484755605","-0.1873012150","-0.2973182735"," 0.94475929","-0.1874970346","-0.1262109373","-0.97986614","-0.97379300","-0.95659349","0.068433197"," 1.6123029e-03","-2.0752327e-02","-0.3161840216","-0.1040904592","-0.401188540","-0.0855883571","-0.0365348164"," 0.11826775020","-0.606860249","-0.5298650579","-0.250120409","-0.078616351","-0.047697440","-0.0650247553","-0.523256879","-0.634105503","-0.4263469626","-0.23885387526","-0.407355787","-0.23885387526","-0.407355787","-0.2305005493","-0.266138940","-0.3966387537","-0.482452356","-0.562587199","-0.618718629","-0.308702374","-0.1367835412","-0.312372595","-0.3652563493","-0.2677415502","-0.345515217","-0.30166025384"," 0.1542803921"," 0.24844634900","-0.3454827368","-0.1947673624","-0.382617092","-0.3466104133","-0.0655179028","-0.4179579939","-0.2687223505","-2.2636582e-01","-0.1990173019","-0.498017935","-0.534724231","-0.318182380","-0.64234913","-0.530943838","-0.297847512","-0.0405734630"," 0.0019856908","-0.12872138211","-0.3272294058","-0.55039260491","-0.2599340132","-0.279732022","-0.51945170404","-0.546888146","-0.623288200","-0.639242384"," 1.2539493e-02"," 0.02483901508"," 0.13226163789","-1.1575160e-01","-0.78089373"," 2.1187518e-01"," 0.11006461916"
"28","Walking","0.28122822","-0.0156759723","-0.103714705","-0.2930035222","-0.1178861864","-0.3009283959"," 0.94293028","-0.2293161515","-0.1259128612","-0.97669390","-0.96878086","-0.94422503","0.093112223"," 2.2648660e-02","-7.6291520e-03","-0.3357001843","-0.2201231209","-0.537470472","-0.1058962079","-0.0172822168"," 0.11606591093","-0.503798624","-0.4976840067","-0.242601385","-0.092974671","-0.051539445","-0.0593552480","-0.399417083","-0.639018554","-0.4409278993","-0.18066602030","-0.392694020","-0.18066602030","-0.392694020","-0.2992233594","-0.390449724","-0.3107759458","-0.460511661","-0.546248759","-0.579861194","-0.280062183","-0.1279122760","-0.356337639","-0.2988324231","-0.1687890195","-0.326046196","-0.37504688935","-0.0561251397","-0.01300588050","-0.3626019804","-0.2945483448","-0.498754491","-0.3671164165","-0.1917575036","-0.5745797485","-0.3532177317","-4.9241073e-01","-0.3010437480","-0.374681072","-0.504681740","-0.255029045","-0.54548022","-0.497470739","-0.308243390","-0.0620196966","-0.1509252572","-0.15507602356","-0.3521568417","-0.51157367056","-0.3608114563","-0.436273010","-0.51460242481","-0.516811574","-0.595965104","-0.589071731"," 6.3119432e-03","-0.04302483989"," 0.11220122211"," 1.0929004e-02","-0.75671566"," 2.4052446e-01"," 0.10930281850"
"29","Walking","0.27199992","-0.0162915601","-0.106632427","-0.1743379402","-0.0917540613","-0.2428280383"," 0.96237439","-0.1273180787"," 0.0955792142","-0.97825354","-0.97527285","-0.94598144","0.085374335"," 2.2387045e-02"," 9.4154730e-03","-0.2214335428","-0.0871746445","-0.461758010","-0.0079566817","-0.0819601532"," 0.08568522362","-0.598868671","-0.1818026366","-0.430232441","-0.106888303","-0.047989812","-0.0392368987","-0.395909622","-0.587944298","-0.5041300887","-0.09552133937","-0.262695064","-0.09552133937","-0.262695064","-0.2402316774","-0.133036274","-0.2805732675","-0.358814097","-0.506242118","-0.612222937","-0.135819506","-0.0349642325","-0.279734839","-0.1903559768","-0.1820685396","-0.283348101","-0.31357413758"," 0.2326763157"," 0.12019700707","-0.2104698872","-0.0880213408","-0.394877827","-0.3073366698","-0.1550206608","-0.5290348972","-0.2013004546","-6.9903885e-02"," 0.0064858785","-0.431490048","-0.362232316","-0.397277495","-0.65431356","-0.094135970","-0.494117483"," 0.1808329842","-0.3628244345"," 0.06195117927","-0.2356833056","-0.39325750547","-0.1089782065","-0.169506499","-0.41681785340","-0.429156831","-0.628501116","-0.618667723"," 6.9313313e-02","-0.05791995344","-0.07952042045"," 1.6780843e-02","-0.86177123"," 1.7095306e-01","-0.04505894697"
"30","Walking","0.27640676","-0.0175880386","-0.098624707","-0.3463942752","-0.1735500217","-0.1204767839"," 0.96521755","-0.1576738238","-0.0039255638","-0.97975247","-0.97017656","-0.94395842","0.068868997"," 2.1965655e-02","-7.3953424e-03","-0.3744009414","-0.2707092744","-0.521351855","-0.0459505356","-0.0649170927"," 0.08395682393","-0.387920594"," 0.0060027789","-0.182569652","-0.087383992","-0.061702887","-0.0446007230","-0.460345386","-0.497621802","-0.4762087962","-0.19514003297","-0.359873412","-0.19514003297","-0.359873412","-0.3521117138","-0.353751021","-0.0229640797","-0.266845731","-0.472068730","-0.546977272","-0.351402911","-0.1938566639","-0.309558883","-0.3449281125","-0.2156343154","-0.093144762","-0.34635713560"," 0.0306217233","-0.08375328477","-0.3895956311","-0.2995253439","-0.467030710","-0.4151353980","-0.2894660953","-0.5754102671","-0.2688777817","-2.7483892e-01","-0.2012296929","-0.374440300","-0.175900924","-0.247350344","-0.39903235"," 0.095545605","-0.237941474","-0.2076856534","-0.3807315465","-0.26265074120","-0.3423637729","-0.46985279492","-0.3471801347","-0.366537417","-0.35834435600","-0.331541741","-0.547621753","-0.578580045"," 5.3015282e-02","-0.01528304394"," 0.01577664174","-7.2016797e-02","-0.86132294"," 1.9162555e-01"," 0.02444997037"
